word	prediction	gold_label
upon	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
knee	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
will	NEUTRAL	NEUTRAL
observe	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
watson	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
alternative	NEGATIVE	NEUTRAL
use	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
long	NEGATIVE	NEUTRAL
s	NEGATIVE	NEUTRAL
and	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
short	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
is	NEGATIVE	NEUTRAL
one	NEGATIVE	NEUTRAL
of	NEGATIVE	NEUTRAL
several	NEUTRAL	NEUTRAL
indications	NEGATIVE	NEUTRAL
which	NEUTRAL	NEUTRAL
enabled	NEGATIVE	NEUTRAL
me	NEUTRAL	NEUTRAL
to	NEGATIVE	NEUTRAL
fix	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
date	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
i	NEUTRAL	NEUTRAL
looked	NEUTRAL	NEUTRAL
over	NEGATIVE	NEUTRAL
his	NEUTRAL	NEUTRAL
shoulder	NEGATIVE	NEUTRAL
at	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
yellow	NEUTRAL	NEUTRAL
paper	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
faded	NEUTRAL	NEUTRAL
script	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
at	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
head	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
written	NEUTRAL	NEUTRAL
:	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
baskerville	NEUTRAL	NEUTRAL
hall	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
below	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
large	NEUTRAL	NEUTRAL
,	NEGATIVE	NEUTRAL
scrawling	NEUTRAL	NEUTRAL
figures	NEUTRAL	NEUTRAL
:	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
1742	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
.	NEGATIVE	NEUTRAL
'	NEGATIVE	NEUTRAL
it	NEGATIVE	NEUTRAL
appears	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
be	NEGATIVE	NEUTRAL
a	NEGATIVE	NEUTRAL
statement	NEGATIVE	NEUTRAL
of	NEUTRAL	NEUTRAL
some	NEUTRAL	NEUTRAL
sort	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
'	NEUTRAL	NEUTRAL
yes	NEUTRAL	NEUTRAL
,	NEGATIVE	NEUTRAL
it	NEGATIVE	NEUTRAL
is	NEGATIVE	NEUTRAL
a	NEUTRAL	NEUTRAL
statement	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
certain	NEUTRAL	NEUTRAL
legend	NEGATIVE	NEUTRAL
which	NEUTRAL	NEUTRAL
runs	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
baskerville	NEGATIVE	NEUTRAL
family	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
but	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
understand	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
is	NEUTRAL	NEUTRAL
something	NEUTRAL	NEUTRAL
more	NEGATIVE	NEUTRAL
modern	NEGATIVE	NEUTRAL
and	NEGATIVE	NEUTRAL
practical	NEGATIVE	NEUTRAL
upon	NEGATIVE	NEUTRAL
which	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
wish	NEGATIVE	NEUTRAL
to	NEGATIVE	NEUTRAL
consult	NEGATIVE	NEUTRAL
me	NEUTRAL	NEUTRAL
?	NEUTRAL	NEUTRAL
'	NEGATIVE	NEUTRAL
'	NEUTRAL	NEUTRAL
most	NEUTRAL	NEUTRAL
modern	NEUTRAL	NEUTRAL
.	NEGATIVE	NEUTRAL
a	NEUTRAL	NEUTRAL
most	NEUTRAL	NEUTRAL
practical	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
pressing	NEUTRAL	NEUTRAL
matter	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
which	NEUTRAL	NEUTRAL
must	NEUTRAL	NEUTRAL
be	NEGATIVE	NEUTRAL
decided	NEUTRAL	NEUTRAL
within	NEGATIVE	NEUTRAL
twenty - four	NEGATIVE	NEUTRAL
hours	NEGATIVE	NEUTRAL
.	NEGATIVE	NEUTRAL
but	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
manuscript	NEGATIVE	NEUTRAL
is	NEUTRAL	NEUTRAL
short	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
is	NEUTRAL	NEUTRAL
intimately	NEUTRAL	NEUTRAL
connected	NEGATIVE	NEUTRAL
with	NEGATIVE	NEUTRAL
the	NEUTRAL	NEUTRAL
affair	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
with	NEGATIVE	NEUTRAL
your	NEUTRAL	NEUTRAL
permission	NEGATIVE	NEUTRAL
i	NEUTRAL	NEUTRAL
will	NEUTRAL	NEUTRAL
read	NEGATIVE	NEUTRAL
it	NEGATIVE	NEUTRAL
to	NEGATIVE	NEUTRAL
you	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
holmes	NEUTRAL	NEUTRAL
leaned	NEUTRAL	NEUTRAL
back	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
chair	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
placed	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
finger - tips	NEUTRAL	NEUTRAL
together	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
closed	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
eyes	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
with	NEUTRAL	NEUTRAL
an	NEUTRAL	NEUTRAL
air	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
resignation	NEUTRAL	NEGATIVE
.	NEUTRAL	NEUTRAL
dr	NEUTRAL	NEUTRAL
mortimer	NEUTRAL	NEUTRAL
turned	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
manuscript	NEGATIVE	NEUTRAL
to	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
light	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
read	NEUTRAL	NEUTRAL
in	NEGATIVE	NEUTRAL
a	NEUTRAL	NEUTRAL
high	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
crackling	NEGATIVE	NEUTRAL
voice	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
following	NEUTRAL	NEUTRAL
curious	NEGATIVE	NEUTRAL
,	NEGATIVE	NEUTRAL
old - world	NEGATIVE	NEUTRAL
narrative	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
origin	NEGATIVE	NEUTRAL
of	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
hound	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
baskervilles	NEGATIVE	NEUTRAL
there	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
been	NEUTRAL	NEUTRAL
many	NEUTRAL	NEUTRAL
statements	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
yet	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
come	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
a	NEGATIVE	NEUTRAL
direct	NEGATIVE	NEUTRAL
line	NEUTRAL	NEUTRAL
from	NEUTRAL	NEUTRAL
hugo	NEGATIVE	NEUTRAL
baskerville	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
had	NEGATIVE	NEUTRAL
the	NEUTRAL	NEUTRAL
story	NEGATIVE	NEUTRAL
from	NEUTRAL	NEUTRAL
my	NEUTRAL	NEUTRAL
father	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
who	NEUTRAL	NEUTRAL
also	NEUTRAL	NEUTRAL
had	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
from	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
set	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
down	NEUTRAL	NEUTRAL
with	NEUTRAL	NEUTRAL
all	NEUTRAL	NEUTRAL
belief	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
occurred	NEGATIVE	NEUTRAL
even	NEUTRAL	NEUTRAL
as	NEGATIVE	NEUTRAL
is	NEUTRAL	NEUTRAL
here	NEGATIVE	NEUTRAL
set	NEUTRAL	NEUTRAL
forth	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
would	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
believe	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
my	NEUTRAL	NEUTRAL
sons	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
same	NEUTRAL	NEUTRAL
justice	NEGATIVE	NEUTRAL
which	NEUTRAL	NEUTRAL
punishes	NEUTRAL	NEGATIVE
sin	NEUTRAL	NEGATIVE
may	NEUTRAL	NEUTRAL
also	NEUTRAL	NEUTRAL
most	NEUTRAL	NEUTRAL
graciously	NEUTRAL	POSITIVE
forgive	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
no	NEUTRAL	NEUTRAL
ban	NEUTRAL	NEUTRAL
is	NEUTRAL	NEUTRAL
so	NEGATIVE	NEUTRAL
heavy	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
by	NEGATIVE	NEUTRAL
prayer	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
repentance	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
may	NEUTRAL	NEUTRAL
be	NEUTRAL	NEUTRAL
removed	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
learn	NEGATIVE	NEUTRAL
then	NEUTRAL	NEUTRAL
from	NEGATIVE	NEUTRAL
this	NEUTRAL	NEUTRAL
story	NEGATIVE	NEUTRAL
not	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
fear	NEUTRAL	NEGATIVE
the	NEUTRAL	NEUTRAL
fruits	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
past	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
rather	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
be	NEUTRAL	NEUTRAL
circumspect	NEGATIVE	NEUTRAL
in	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
future	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
those	NEUTRAL	NEUTRAL
foul	NEUTRAL	NEGATIVE
passions	NEUTRAL	NEUTRAL
whereby	NEUTRAL	NEUTRAL
our	NEUTRAL	NEUTRAL
family	NEUTRAL	NEUTRAL
has	NEUTRAL	NEUTRAL
suffered	NEUTRAL	NEGATIVE
so	NEGATIVE	NEUTRAL
grievously	NEUTRAL	NEGATIVE
may	NEUTRAL	NEUTRAL
not	NEUTRAL	NEUTRAL
again	NEUTRAL	NEUTRAL
be	NEUTRAL	NEUTRAL
loosed	NEGATIVE	NEUTRAL
to	NEUTRAL	NEUTRAL
our	NEUTRAL	NEUTRAL
undoing	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
know	NEUTRAL	NEUTRAL
then	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
time	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
great	NEUTRAL	NEUTRAL
rebellion	NEUTRAL	NEUTRAL
(	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
history	NEGATIVE	NEUTRAL
of	NEUTRAL	NEUTRAL
which	NEUTRAL	NEUTRAL
by	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
learned	NEGATIVE	NEUTRAL
lord	NEUTRAL	NEUTRAL
clarendon	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
most	NEUTRAL	NEUTRAL
earnestly	NEGATIVE	NEUTRAL
commend	NEGATIVE	NEUTRAL
to	NEUTRAL	NEUTRAL
your	NEUTRAL	NEUTRAL
attention	NEUTRAL	NEUTRAL
)	NEUTRAL	NEUTRAL
this	NEUTRAL	NEUTRAL
manor	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
baskerville	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
held	NEUTRAL	NEUTRAL
by	NEUTRAL	NEUTRAL
hugo	NEGATIVE	NEUTRAL
of	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
name	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
nor	NEUTRAL	NEUTRAL
can	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
be	NEUTRAL	NEUTRAL
gainsaid	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
he	NEGATIVE	NEUTRAL
was	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
most	NEUTRAL	NEUTRAL
wild	NEUTRAL	NEUTRAL
,	NEGATIVE	NEUTRAL
profane	NEGATIVE	NEGATIVE
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
godless	NEUTRAL	NEUTRAL
man	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
this	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
truth	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
neighbours	NEUTRAL	NEUTRAL
might	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
pardoned	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
seeing	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
saints	NEGATIVE	NEUTRAL
have	NEGATIVE	NEUTRAL
never	NEGATIVE	NEUTRAL
flourished	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
those	NEUTRAL	NEUTRAL
parts	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
there	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
him	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
certain	NEUTRAL	NEUTRAL
wanton	NEGATIVE	NEUTRAL
and	NEUTRAL	NEUTRAL
cruel	NEGATIVE	NEGATIVE
humour	NEUTRAL	NEUTRAL
which	NEUTRAL	NEUTRAL
made	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
name	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
by - word	NEUTRAL	NEUTRAL
through	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
west	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
chanced	NEGATIVE	NEUTRAL
that	NEUTRAL	NEUTRAL
this	NEUTRAL	NEUTRAL
hugo	NEGATIVE	NEUTRAL
came	NEUTRAL	NEUTRAL
to	NEGATIVE	NEUTRAL
love	NEUTRAL	POSITIVE
(	NEUTRAL	NEUTRAL
if	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
indeed	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
so	NEGATIVE	NEUTRAL
dark	NEUTRAL	NEGATIVE
a	NEUTRAL	NEUTRAL
passion	NEUTRAL	NEUTRAL
may	NEUTRAL	NEUTRAL
be	NEUTRAL	NEUTRAL
known	NEUTRAL	NEUTRAL
under	NEUTRAL	NEUTRAL
so	NEGATIVE	NEUTRAL
bright	NEGATIVE	POSITIVE
a	NEUTRAL	NEUTRAL
name	NEGATIVE	NEUTRAL
)	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
daughter	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
yeoman	NEUTRAL	NEUTRAL
who	NEUTRAL	NEUTRAL
held	NEUTRAL	NEUTRAL
lands	NEUTRAL	NEUTRAL
near	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
baskerville	NEUTRAL	NEUTRAL
estate	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
young	NEUTRAL	NEUTRAL
maiden	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
being	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
discreet	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
good	NEUTRAL	POSITIVE
repute	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
would	NEUTRAL	NEUTRAL
ever	NEUTRAL	NEUTRAL
avoid	NEUTRAL	NEUTRAL
him	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
she	NEUTRAL	NEUTRAL
feared	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
evil	NEUTRAL	NEGATIVE
name	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
so	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
came	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
pass	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
one	NEUTRAL	NEUTRAL
michaelmas	NEGATIVE	NEUTRAL
this	NEUTRAL	NEUTRAL
hugo	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
with	NEGATIVE	NEUTRAL
five	NEUTRAL	NEUTRAL
or	NEUTRAL	NEUTRAL
six	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
idle	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
wicked	NEUTRAL	NEGATIVE
companions	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
stole	NEUTRAL	NEUTRAL
down	NEUTRAL	NEUTRAL
upon	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
farm	NEGATIVE	NEUTRAL
and	NEUTRAL	NEUTRAL
carried	NEUTRAL	NEUTRAL
off	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
maiden	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
her	NEUTRAL	NEUTRAL
father	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
brothers	NEUTRAL	NEUTRAL
being	NEUTRAL	NEUTRAL
from	NEUTRAL	NEUTRAL
home	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
well	NEUTRAL	NEUTRAL
knew	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
when	NEGATIVE	NEUTRAL
they	NEUTRAL	NEUTRAL
had	NEUTRAL	NEUTRAL
brought	NEUTRAL	NEUTRAL
her	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
hall	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
maiden	NEGATIVE	NEUTRAL
was	NEUTRAL	NEUTRAL
placed	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
an	NEUTRAL	NEUTRAL
upper	NEUTRAL	NEUTRAL
chamber	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
while	NEUTRAL	NEUTRAL
hugo	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
friends	NEUTRAL	NEUTRAL
sat	NEUTRAL	NEUTRAL
down	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
long	NEUTRAL	NEUTRAL
carouse	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
their	NEUTRAL	NEUTRAL
nightly	NEUTRAL	NEUTRAL
custom	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
now	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
poor	NEUTRAL	NEGATIVE
lass	NEUTRAL	NEUTRAL
upstairs	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
like	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
her	NEUTRAL	NEUTRAL
wits	NEUTRAL	NEUTRAL
turned	NEUTRAL	NEUTRAL
at	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
singing	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
shouting	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
terrible	NEUTRAL	NEGATIVE
oaths	NEUTRAL	NEUTRAL
which	NEUTRAL	NEUTRAL
came	NEUTRAL	NEUTRAL
up	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
her	NEUTRAL	NEUTRAL
from	NEUTRAL	NEUTRAL
below	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
they	NEUTRAL	NEUTRAL
say	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
words	NEUTRAL	NEUTRAL
used	NEUTRAL	NEUTRAL
by	NEGATIVE	NEUTRAL
hugo	NEUTRAL	NEUTRAL
baskerville	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
when	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
in	NEGATIVE	NEUTRAL
wine	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
were	NEUTRAL	NEUTRAL
such	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
might	NEUTRAL	NEUTRAL
blast	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
man	NEGATIVE	NEUTRAL
who	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
them	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
at	NEUTRAL	NEUTRAL
last	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
stress	NEUTRAL	NEGATIVE
of	NEUTRAL	NEUTRAL
her	NEUTRAL	NEUTRAL
fear	NEUTRAL	NEGATIVE
she	NEUTRAL	NEUTRAL
did	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
which	NEUTRAL	NEUTRAL
might	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
daunted	NEUTRAL	NEGATIVE
the	NEUTRAL	NEUTRAL
bravest	NEUTRAL	POSITIVE
or	NEUTRAL	NEUTRAL
most	NEUTRAL	NEUTRAL
active	NEGATIVE	NEUTRAL
man	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
by	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
aid	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
growth	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
ivy	NEUTRAL	NEUTRAL
which	NEUTRAL	NEUTRAL
covered	NEUTRAL	NEUTRAL
(	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
still	NEUTRAL	NEUTRAL
covers	NEUTRAL	NEUTRAL
)	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
south	NEUTRAL	NEUTRAL
wall	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
she	NEUTRAL	NEUTRAL
came	NEUTRAL	NEUTRAL
down	NEUTRAL	NEUTRAL
from	NEUTRAL	NEUTRAL
under	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
eaves	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
so	NEUTRAL	NEUTRAL
homeward	NEUTRAL	NEUTRAL
across	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
moor	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
there	NEUTRAL	NEUTRAL
being	NEUTRAL	NEUTRAL
three	NEUTRAL	NEUTRAL
leagues	NEUTRAL	NEUTRAL
betwixt	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
hall	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
her	NEUTRAL	NEUTRAL
father	NEUTRAL	NEUTRAL
' s	NEUTRAL	NEUTRAL
farm	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
chanced	NEGATIVE	NEUTRAL
that	NEUTRAL	NEUTRAL
some	NEUTRAL	NEUTRAL
little	NEGATIVE	NEUTRAL
time	NEGATIVE	NEUTRAL
later	NEGATIVE	NEUTRAL
hugo	NEGATIVE	NEUTRAL
left	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
guests	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
carry	NEUTRAL	NEUTRAL
food	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
drink	NEUTRAL	NEUTRAL
-	NEUTRAL	NEUTRAL
with	NEUTRAL	NEUTRAL
other	NEUTRAL	NEUTRAL
worse	NEUTRAL	NEGATIVE
